provider_npi,provider_id,hospital_name,address,city,state,state_code,zipcode,county_name,phone_number,hospital_type,hospital_ownership,emergency_services
1447308846,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,COOK,(708)783-9100,Acute Care Hospitals,Proprietary,Yes
1427248558,140058,PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,17,62650,MORGAN,(217)245-9551,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1447308846,140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,17,62052,JERSEY,(618)498-6402,Acute Care Hospitals,Government - Local,Yes
1801086806,140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,17,60463,COOK,(708)923-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1306934864,140063,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,17,60304,COOK,(708)383-9300,Acute Care Hospitals,Voluntary non-profit - Church,No
1760574651,140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,17,61401,KNOX,(309)344-3161,Acute Care Hospitals,Voluntary non-profit - Church,No
1760574651,140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,17,60525,COOK,(708)352-1200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1841229382,140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,17,61637,PEORIA,(309)655-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1841229382,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,17,60628,COOK,(773)995-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1841229382,140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,17,62207,SAINT CLAIR,(618)332-3060,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1033321815,14007,HINES VA MEDICAL CENTER,5TH STREET & ROOSEVELT AVENUE,HINES,IL,17,60141,COOK,(708)202-8387,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
1033321815,140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,17,60202,COOK,(847)316-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1770512485,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,17,60640,COOK,(773)878-8700,Acute Care Hospitals,Proprietary,Yes
1033321815,140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,17,60644,COOK,(773)626-4300,Acute Care Hospitals,Proprietary,Yes
1093883597,140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,17,60085,LAKE,(847)360-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1174786297,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,17,60637,COOK,(773)702-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1093883209,140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,17,61455,MCDONOUGH,(309)833-4101,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1164477303,14008,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,17,62959,WILLIAMSON,(618)997-5311,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
1164477303,140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,17,61801,CHAMPAIGN,(217)383-3311,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1164477303,140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,17,61832,VERMILION,(217)443-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1528020062,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,17,60623,COOK,(773)521-1710,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1528020062,140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,17,60099,LAKE,(847)872-4561,Acute Care Hospitals,Proprietary,Yes
1528020062,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,17,60450,GRUNDY,(815)942-2932,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1770512485,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,17,60621,COOK,(773)962-3900,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1740373380,140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,17,61350,LA SALLE,(815)433-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1740373380,140113,PRESENCE COVENANT MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,17,61801,CHAMPAIGN,(217)337-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1447435334,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,17,60625,COOK,(773)878-8200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1447435334,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,17,60613,COOK,(312)525-6780,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1447435334,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,17,60050,MCHENRY,(815)344-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1730107145,140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,17,60631,COOK,(773)774-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1730107145,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,17,60406,COOK,(708)597-2000,Acute Care Hospitals,Proprietary,Yes
1730107145,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,17,60612,COOK,(312)942-5000,Acute Care Hospitals,Voluntary non-profit - Private,No
1639349939,140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,17,61554,TAZEWELL,(309)347-1151,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1639349939,140122,HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,17,60521,DUPAGE,(630)856-9000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1457332652,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,17,60612,COOK,(312)864-6000,Acute Care Hospitals,Government - Local,Yes
1285600155,140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,17,62040,MADISON,(618)798-3175,Acute Care Hospitals,Proprietary,Yes
1477501062,140127,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,17,61761,MCLEAN,(309)454-1400,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1477501062,140130,LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,LAKE FOREST,IL,17,60045,LAKE,(847)234-5600,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1932201662,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,17,60629,COOK,(773)471-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1932201662,140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,17,62526,MACON,(217)877-8121,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1134293723,140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DR,GREENVILLE,IL,17,62246,BOND,(618)664-1230,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1134293723,140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,17,61362,BUREAU,(815)664-1176,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1306887997,140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,17,62230,CLINTON,(618)526-4511,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1306887997,140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,17,62450,RICHLAND,(618)395-2131,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1306887997,140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,17,62781,SANGAMON,(217)788-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1194919340,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,17,60612,COOK,(312)996-3900,Acute Care Hospitals,Government - State,Yes
1285600155,140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,17,60901,KANKAKEE,(815)937-2490,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1932433703,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,17,60616,COOK,(312)567-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1932433703,140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,17,61032,STEPHENSON,(815)235-4131,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1013988286,140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,17,61764,LIVINGSTON,(815)842-2828,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1013988286,140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,17,61701,MCLEAN,(309)662-3311,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1912011883,140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,17,62902,JACKSON,(618)549-0721,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1619035037,140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,17,60970,IROQUOIS,(815)432-5201,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1619035037,140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,17,60461,COOK,(708)747-4000,Acute Care Hospitals,Proprietary,Yes
1144296161,140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,17,60506,KANE,(630)859-2222,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1427013432,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,17,60098,MCHENRY,(815)788-5823,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1669429304,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,17,60649,COOK,(773)947-7500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1427013432,140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,17,60805,COOK,(708)422-6200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1578569737,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,17,60622,COOK,(312)770-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1578569737,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,17,60617,COOK,(773)768-0810,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1467451732,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,17,60657,COOK,(773)975-1600,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1467451732,140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,17,62959,WILLIAMSON,(618)998-7000,Acute Care Hospitals,Proprietary,Yes
1467491589,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,17,62226,SAINT CLAIR,(618)233-7750,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1710114301,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,17,60901,KANKAKEE,(815)933-1671,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1265538904,140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,BELLEVILLE,IL,17,62220,SAINT CLAIR,(618)234-2120,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1073552576,140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,17,61938,COLES,(217)258-2572,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1073552576,140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,17,60426,COOK,(708)333-2300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1386781136,140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,17,60640,COOK,(773)271-9040,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1073552576,140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,17,60126,DUPAGE,(630)833-1400,Acute Care Hospitals,Proprietary,Yes
1538132766,140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,17,60048,LAKE,(847)990-5200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1538132766,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,17,60622,COOK,(773)292-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1922071505,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,17,60453,COOK,(708)684-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1063668895,140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,17,61636,PEORIA,(309)672-5522,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1073549135,140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,17,62946,SALINE,(618)253-7671,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1073549135,140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,17,60134,KANE,(630)208-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1962651026,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,17,60451,WILL,(815)300-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1952398588,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,17,60123,KANE,(847)695-3200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1659323731,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,17,60068,COOK,(847)723-2210,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1386781136,140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,17,60657,COOK,(773)665-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1659323731,140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,17,61104,WINNEBAGO,(815)968-4400,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1659323731,140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,17,60540,DUPAGE,(630)527-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1811082373,140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,17,61108,WINNEBAGO,(815)226-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1811082373,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,17,61354,LA SALLE,(815)223-3300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1619908142,140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,17,61103,WINNEBAGO,(815)968-6861,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1619908142,140240,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,17,60160,COOK,(708)938-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1245239490,140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,17,60190,DUPAGE,(630)682-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1245239490,140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,17,60429,COOK,(708)799-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1831164318,140251,PRESENCE OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,17,60634,COOK,(773)282-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1831164318,140252,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,17,60005,COOK,(847)618-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1386708949,140258,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,17,60007,COOK,(847)437-5500,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1871530154,140275,GENESIS HEALTH SYSTEM,801 ILLINI DRIVE,SILVIS,IL,17,61282,ROCK ISLAND,(309)792-9363,Acute Care Hospitals,Government - Local,Yes
1285607671,140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,17,60153,COOK,(708)216-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1528042777,140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,17,61201,ROCK ISLAND,(309)779-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1568431914,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,17,60611,COOK,(312)926-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1568431914,140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,DEKALB,IL,17,60115,DEKALB,(815)756-1521,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1124106380,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,17,60515,DUPAGE,(630)275-5900,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1437205929,140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,17,62062,MADISON,(618)288-5711,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1437205929,140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,17,60194,COOK,(847)843-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1760468052,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,17,60010,LAKE,(847)381-9600,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1760468052,140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,17,60139,DUPAGE,(630)545-6160,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1386708949,140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,17,62864,JEFFERSON,(618)244-5500,Acute Care Hospitals,Proprietary,Yes
1205818689,140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,17,60615,COOK,(312)572-2000,Acute Care Hospitals,Government - Local,Yes
1205818689,140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,17,60440,WILL,(630)226-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1528030384,14034,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,17,60064,LAKE,(847)688-1900,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
1528030384,141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,17,62016,GREENE,(217)942-6946,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1578717732,141301,JOHN & MARY KIRBY HOSPITAL,1111 N STATE ST,MONTICELLO,IL,17,61856,PIATT,(217)762-2115,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1578717732,141302,MIDWEST MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,GALENA,IL,17,61036,JO DAVIESS,(815)777-1340,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1235115601,141303,DR JOHN WARNER HOSPITAL,422 W WHITE ST,CLINTON,IL,17,61727,DEWITT,(217)935-9571,Critical Access Hospitals,Government - Local,Yes
1043215288,141304,"GENESIS MEDICAL CENTER, ALEDO",409 NW 9TH AVENUE,ALEDO,IL,17,61231,MERCER,(309)582-5301,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1629070016,141306,COMMUNITY MEMORIAL HOSPITAL,400 CALDWELL,STAUNTON,IL,17,62088,MACOUPIN,(618)635-2200,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1386708949,141307,PINCKNEYVILLE COMMUNITY HOSPITAL,101 N WALNUT,PINCKNEYVILLE,IL,17,62274,PERRY,(618)357-2187,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1629070016,141309,ADVOCATE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,17,61530,WOODFORD,(309)467-2371,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1588693675,141310,MENDOTA COMMUNITY HOSPITAL,1401 E 12TH STREET,MENDOTA,IL,17,61342,LA SALLE,(815)539-7461,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1700969771,141311,FAIRFIELD MEMORIAL HOSPITAL,303 N W 11TH STREET,FAIRFIELD,IL,17,62837,WAYNE,(618)842-2611,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1437243730,141312,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,17,61068,OGLE,(815)562-2181,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1437243730,141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,17,62644,MASON,(309)543-4431,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1437243730,141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,17,62363,PIKE,(217)285-2113,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1285639732,141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,17,60942,VERMILION,(217)283-5531,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1134185846,141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,17,60936,FORD,(217)784-4251,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1134185846,141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,17,61462,WARREN,(309)734-3141,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1932397130,141319,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,17,61254,HENRY,(309)944-6431,Critical Access Hospitals,Government - Hospital District or Authority,No
1952390197,141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,17,61944,EDGAR,(217)465-4141,Critical Access Hospitals,Voluntary non-profit - Other,Yes
1932397130,141321,FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,17,62812,FRANKLIN,(618)439-3761,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1184663403,141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,17,62656,LOGAN,(217)732-2161,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1184663403,141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,17,62960,MASSAC,(618)524-2176,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1760565071,141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,17,62930,SALINE,(618)273-3361,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1760565071,141325,KEWANEE HOSPITAL,1051 WEST SOUTH STREET,KEWANEE,IL,17,61443,HENRY,(309)853-3361,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1528030186,141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,17,62859,HAMILTON,(618)643-2361,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1528030186,141327,WABASH GENERAL HOSPITAL,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,17,62863,WABASH,(618)262-8621,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1720194442,141328,HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD,ROSICLARE,IL,17,62982,HARDIN,(618)285-6634,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1992739668,141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,17,61270,WHITESIDE,(815)772-4003,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1487731972,141330,HOPEDALE MEDICAL COMPLEX,107 TREMONT STREET,HOPEDALE,IL,17,61747,TAZEWELL,(309)449-3321,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1952390197,141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,17,62832,PERRY,(618)542-2146,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1487731972,141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,17,62049,MONTGOMERY,(217)532-6111,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1720013196,141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,17,62681,SCHUYLER,(217)322-4321,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1720013196,141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,17,62966,JACKSON,(618)684-3156,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1407872369,141335,MERCY HARVARD HOSPITAL,901 GRANT STREET,HARVARD,IL,17,60033,MCHENRY,(815)943-5431,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1275584054,141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,17,61356,BUREAU,(815)875-2811,Critical Access Hospitals,Government - Local,Yes
