ipps_2012_id,provider_id,drg_definition,provider_id,hospital_referral_region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
Q100160,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110184,GA - Atlanta,54,25299.39,4611.65,3118.13
Q100161,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110186,GA - Columbus,35,19241.91,5209.63,3302.03
Q100162,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110189,GA - Atlanta,23,21499.7,4862.96,3964.52
Q100163,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110191,GA - Atlanta,64,23978,4563.34,3276.89
Q100164,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110192,GA - Atlanta,69,26909.3,4269.1,3319.97
Q100165,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110194,AL - Dothan,24,10918.92,4560,3790.33
Q100166,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110198,GA - Atlanta,74,36071.59,5832.24,3216.28
Q100167,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110201,GA - Macon,22,19799.45,4101.73,3265.36
Q100168,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110205,GA - Atlanta,14,10765.5,4733.29,3582.43
Q100169,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110215,GA - Atlanta,57,22962.68,4097.02,3086.32
Q10017,60008,069 - TRANSIENT ISCHEMIA,340158,NC - Wilmington,29,15228.66,4898.86,3310.59
Q100170,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110219,GA - Atlanta,16,61531.31,6171.94,4424.13
Q100171,60008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110225,GA - Atlanta,28,18223.18,4279.07,3292.89
Q100172,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110226,GA - Atlanta,38,12603.87,4380.45,3447.24
Q100173,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110229,GA - Atlanta,39,24286.64,4462.9,3311.18
Q100174,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",110230,GA - Atlanta,39,13955.74,4150.9,3148.79
Q100175,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120001,HI - Honolulu,57,16711.95,7053.84,4851.47
Q100176,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120002,HI - Honolulu,18,18423,8932.22,7297.56
Q100177,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120004,HI - Honolulu,12,14795.25,6726.08,5069.42
Q100178,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120005,HI - Honolulu,17,12974.65,7232,6425.88
Q100179,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120006,HI - Honolulu,22,20832.82,6479.32,3991.45
Q10018,60009,069 - TRANSIENT ISCHEMIA,340171,NC - Charlotte,44,14731.52,4326.68,3053.36
Q100180,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120007,HI - Honolulu,29,20659.83,5703.28,3869.97
Q100181,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120014,HI - Honolulu,14,20051.5,7428,6519.71
Q100182,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120022,HI - Honolulu,19,21551.68,5891.95,3608.84
Q100183,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",120026,HI - Honolulu,36,22518.42,6064.5,3553.39
Q100184,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130002,ID - Boise,70,13962.19,4292.51,3488.47
Q100185,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130003,WA - Spokane,22,14517.32,5206.27,4319.55
Q100186,60009,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130006,ID - Boise,88,16914.06,5610.08,3795.42
Q100187,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130007,ID - Boise,40,14658.93,5918.75,3834.8
Q100188,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130013,ID - Boise,31,11362.97,4505.06,3363.84
Q100189,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130014,ID - Boise,18,16928.22,4728.56,3836.11
Q10019,60010,069 - TRANSIENT ISCHEMIA,340173,NC - Raleigh,65,22193.65,4215.02,3069.97
Q100190,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130018,ID - Idaho Falls,79,15172.3,4880.06,3406.14
Q100191,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130025,ID - Idaho Falls,11,8720.64,4189.09,2510.36
Q100192,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130028,UT - Salt Lake City,49,16184.16,5787.98,4676.57
Q100193,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",130049,WA - Spokane,32,14531.38,4649.69,3416.34
Q100194,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140001,IL - Peoria,35,13515.77,4943.86,4120.2
Q100195,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140002,MO - St. Louis,59,14807.02,4022.03,3087.25
Q100196,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140007,IL - Joliet,344,26468.35,4662.56,3555.24
Q100197,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140008,IL - Melrose Park,87,32508.94,4552.18,3459.57
Q100198,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140010,IL - Evanston,306,21033.42,5565.79,3777.68
Q100199,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140011,MO - St. Louis,99,14950.51,4199.9,3252.94
Q1002,60010,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10006,AL - Birmingham,25,38676.6,5303.24,3866.56
Q10020,60010,069 - TRANSIENT ISCHEMIA,340183,NC - Charlotte,20,15525.35,4190.1,3271.3
Q100200,60010,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140012,IL - Rockford,57,20515.07,4653.35,3907.6
Q100201,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140013,IL - Peoria,37,16812.62,4558.86,2922.97
Q100202,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140015,IL - Springfield,133,16427.96,5092.29,3818.98
Q100203,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140018,IL - Chicago,71,21188.89,7589.89,6716.76
Q100204,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140019,IL - Springfield,18,9284.39,4845.28,4142.83
Q100205,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140026,IL - Peoria,31,14297.19,4605.35,3593.35
Q100206,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140029,IL - Aurora,76,34039.11,4931.43,3976.46
Q100207,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140030,IL - Elgin,170,24332.15,4874.53,3502.89
Q100208,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140032,IL - Springfield,106,9818.21,3951.72,2885.77
Q100209,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140034,MO - St. Louis,118,13705.73,4587.83,3405.06
Q10021,60011,069 - TRANSIENT ISCHEMIA,340184,NC - Asheville,26,11431.46,4234.15,3263.38
Q100210,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140040,IL - Peoria,50,26818.96,4256.08,3214.56
Q100211,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140043,IL - Rockford,79,23392.29,4332.49,3487.13
Q100212,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140046,MO - St. Louis,77,12604.56,4398.96,3144.43
Q100213,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140048,IL - Chicago,112,18837.75,5291.02,4345.55
Q100214,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140049,IL - Melrose Park,43,21169.67,6284.74,5402.6
Q100215,60011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140051,IL - Evanston,69,20500.8,5301.9,4113.32
Q100216,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140052,MO - St. Louis,41,20676.98,4036.59,3223.02
Q100217,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140053,IL - Springfield,116,17833.33,4811.79,3670.92
Q100218,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140054,IL - Melrose Park,81,21465.23,5659.77,4672.17
Q100219,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140058,IL - Springfield,55,16287.56,5477.18,3606.71
Q10022,60012,069 - TRANSIENT ISCHEMIA,340186,NC - Greenville,15,9151,3751.73,2369.6
Q100220,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140059,MO - St. Louis,25,7764.96,4686.64,3904.4
Q100221,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140062,IL - Blue Island,240,23217.29,4434.25,3228.88
Q100222,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140063,IL - Melrose Park,48,17858.96,4589.69,3477.75
Q100223,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140064,IL - Peoria,38,20038.68,5422.84,4727.58
Q100224,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140065,IL - Melrose Park,102,21159.19,4684.07,3626.91
Q100225,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140067,IL - Peoria,204,20994.87,4774.62,3788.08
Q100226,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140068,IL - Chicago,20,26198.9,6164.25,5577.4
Q100227,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140077,MO - St. Louis,13,10161.69,5636.15,4752.46
Q100228,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140080,IL - Evanston,96,23189.79,6950.72,5172.8
Q100229,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140082,IL - Chicago,77,23940.56,6221.74,5460.95
Q10023,60012,069 - TRANSIENT ISCHEMIA,350006,ND - Minot,12,10362,4738.58,3274.75
Q100230,60012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140083,IL - Chicago,12,13741.25,6122.08,5355.42
Q100231,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140084,WI - Milwaukee,138,28380.55,5112.57,3773.54
Q100232,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140088,IL - Chicago,95,33909.64,11179.02,6717.39
Q100233,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140089,IL - Springfield,30,13353,4840.8,3998.67
Q100234,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140091,IL - Urbana,82,24560.7,4732.9,3823
Q100235,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140093,IL - Urbana,100,24801.95,5001.86,3403.07
Q100236,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140095,IL - Chicago,29,23139.34,6061,5189
Q100237,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140101,IL - Joliet,33,20847.67,4301.85,3327.55
Q100238,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140103,IL - Chicago,39,16116.44,6529.15,5918.56
Q100239,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140110,IL - Peoria,46,16139.28,4881.89,3905.46
Q10024,60013,069 - TRANSIENT ISCHEMIA,350011,ND - Fargo/Moorhead MN,23,16437.22,4858.17,3908.43
Q100240,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140113,IL - Urbana,57,22000.75,4861.44,3673.93
Q100241,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140114,IL - Chicago,122,30879.66,5962.11,4772.23
Q100242,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140115,IL - Chicago,37,12241.38,5852.62,5191.46
Q100243,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140116,IL - Elgin,132,17843.21,4457.54,3297.94
Q100244,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140117,IL - Chicago,61,24779.67,6032.02,3767.02
Q100245,60013,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140118,IL - Blue Island,87,19109.8,4939.17,4147.17
Q100246,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140119,IL - Chicago,213,22532.99,7864.28,6512.25
Q100247,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140120,IL - Peoria,69,18677.86,4048.52,3147.45
Q100248,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140122,IL - Hinsdale,93,20680.23,4867.97,3620.46
Q100249,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140124,IL - Chicago,84,8682.55,7808.89,7039.93
Q10025,60014,069 - TRANSIENT ISCHEMIA,350015,ND - Bismarck,14,11180.21,5051.86,4069.57
Q100250,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140125,MO - St. Louis,70,35665.91,5676.16,3919.06
Q100251,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140127,IL - Bloomington,62,14403.03,4379.79,3496.34
Q100252,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140130,IL - Evanston,94,20764.72,4246.74,3210.71
Q100253,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140133,IL - Chicago,86,18595.78,5302.07,4458.38
Q100254,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140135,IL - Springfield,144,15352.23,4213.65,2940.47
Q100255,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140143,IL - Peoria,30,18341.43,4662.7,3004.83
Q100256,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140145,MO - St. Louis,16,12447.5,4587.69,3583.69
Q100257,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140147,IN - Evansville,61,15670.57,4744.1,3237.97
Q100258,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140148,IL - Springfield,240,15950.83,4789.13,3637.64
Q100259,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140150,IL - Chicago,92,25673.75,10265.98,9121.05
Q10026,60014,069 - TRANSIENT ISCHEMIA,350019,ND - Grand Forks,15,14621.87,4924.27,4076.53
Q100260,60014,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140151,IL - Chicago,37,17212.49,6828.41,5667.41
Q100261,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140155,IL - Joliet,89,26640,4787.4,3741.28
Q100262,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140158,IL - Chicago,111,14689.14,6790.97,5884.77
Q100263,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140160,IL - Rockford,49,15125.41,4316.61,3270.8
Q100264,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140161,IL - Bloomington,11,20594.18,5851.64,4912.36
Q100265,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140162,IL - Bloomington,38,21264.82,4099,3219.95
Q100266,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140164,MO - St. Louis,73,16132.67,4522.85,3428.85
Q100267,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140166,IL - Springfield,67,16854.1,5203.97,3695.58
Q100268,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140172,IL - Blue Island,293,19799.81,5822.34,4345.35
Q100269,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140174,IL - Aurora,77,30983.52,6361.83,3760.92
Q10027,60015,069 - TRANSIENT ISCHEMIA,350070,ND - Fargo/Moorhead MN,21,10535.14,4394.05,3460.52
Q100270,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140176,IL - Rockford,77,16748.36,5146.55,3407.88
Q100271,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140177,IL - Chicago,77,21814,6563.26,5658.48
Q100272,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140179,IL - Blue Island,121,21654.27,5320.64,3466.46
Q100273,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140180,IL - Chicago,97,22049.69,6474.09,5429.73
Q100274,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140181,IL - Chicago,39,19978.23,5526.1,4728.87
Q100275,60015,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140182,IL - Chicago,125,22222.4,7681.61,6010.1
Q100276,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140184,KY - Paducah,41,32588.56,4170.37,3332.71
Q100277,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140185,MO - St. Louis,208,21011.47,4667.22,3091.19
Q100278,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140186,IL - Joliet,114,17470.85,5012.02,3806.06
Q100279,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140187,MO - St. Louis,75,16351.16,4224.09,3320.79
Q10028,60016,069 - TRANSIENT ISCHEMIA,360001,OH - Cincinnati,63,14019.21,4338.32,3230.32
Q100280,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140189,IL - Urbana,56,13301.46,4285.18,3227.59
Q100281,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140191,IL - Blue Island,158,20829.42,4866.78,3916.84
Q100282,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140197,IL - Chicago,20,10989.1,5781,4975.4
Q100283,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140200,IL - Melrose Park,165,29015.67,4455.33,3268.44
Q100284,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140202,WI - Milwaukee,219,26867.09,4852.94,3484.55
Q100285,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140206,IL - Chicago,36,15857.78,6680,5714.64
Q100286,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140208,IL - Blue Island,248,19580.32,6108.41,4814.85
Q100287,10005,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140209,IL - Peoria,114,21812.96,5104.51,3945.63
Q100288,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140210,IN - Evansville,25,11396.6,4203,3377.4
Q100289,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140211,IL - Melrose Park,90,24754.67,4213.74,3357.97
Q10029,60016,069 - TRANSIENT ISCHEMIA,360003,OH - Cincinnati,28,19407,7087.86,6183
Q100290,60016,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140213,IL - Joliet,254,14083.83,5026.7,3443.98
Q100291,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140217,IL - Elgin,57,23960.07,5024.21,3321.88
Q100292,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140223,IL - Evanston,241,20024.51,6335.36,4448.5
Q100293,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140224,IL - Chicago,98,22974.18,7036.72,5312.77
Q100294,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140228,IL - Rockford,132,22424.02,5062.45,3741.2
Q100295,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140231,IL - Hinsdale,168,21872.43,4429.3,3235.22
Q100296,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140233,IL - Rockford,80,22469.76,4049.39,3200.74
Q100297,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140234,IL - Peoria,51,15216.45,4637.63,3741.8
Q100298,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140239,IL - Rockford,106,19112.92,5386.68,3934.92
Q100299,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140240,IL - Melrose Park,39,28871.69,6206.82,5441.08
Q1003,60020,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10011,AL - Birmingham,41,15501.9,5531.59,4594.17
Q10030,60020,069 - TRANSIENT ISCHEMIA,360006,OH - Columbus,165,18648.87,4756.42,3626.87
Q100300,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140242,IL - Melrose Park,177,27178.9,4694.54,3175.44
Q100301,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140250,IL - Blue Island,117,17833.23,5121.77,3554.36
Q100302,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140251,IL - Chicago,61,23359.85,4712.41,3805.13
Q100303,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140252,IL - Evanston,172,22580.19,4632.48,3117.54
Q100304,60020,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140258,IL - Melrose Park,261,24915.68,4403.62,3356.24
Q100305,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140275,IA - Davenport,43,13403.28,4612.7,3299.79
Q100306,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140276,IL - Melrose Park,155,17820.01,6985.86,5949.53
Q100307,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140280,IA - Davenport,97,13157.94,4223.31,3336.58
Q100308,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140281,IL - Chicago,346,22538.08,6634.32,5266.15
Q100309,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140286,IL - Rockford,74,19302.51,4499.24,3542.78
Q10031,60022,069 - TRANSIENT ISCHEMIA,360008,OH - Columbus,40,16376.73,5290.98,3808.53
Q100310,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140288,IL - Hinsdale,229,18597.51,4965.17,3197.34
Q100311,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140289,MO - St. Louis,56,17059.57,4494.29,2975.29
Q100312,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140290,IL - Elgin,179,27059.2,4899.59,3624.69
Q100313,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140291,IL - Elgin,127,16887.5,4393.33,3137.09
Q100314,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140292,IL - Melrose Park,17,19993.29,5464.88,4586.53
Q100315,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140294,MO - St. Louis,34,20221.44,4764.85,3952.38
Q100316,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140304,IL - Hinsdale,35,19460.31,5579.23,3668.86
Q100317,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150001,IN - Indianapolis,12,13429.5,4396.17,2733.25
Q100318,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150002,IN - Gary,173,15705.47,5039.97,4123.91
Q100319,60022,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150003,IN - Lafayette,16,10376.5,4645.06,3710.31
Q10032,60022,069 - TRANSIENT ISCHEMIA,360009,OH - Dayton,13,12360.77,4485.69,2941.08
Q100320,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150004,IN - Munster,74,18228.42,5028.5,3892.85
Q100321,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150005,IN - Indianapolis,52,14452.4,4167.73,3098.35
