nursing_home_provider_info_id,provnum,provider_id,provider_name,address,city,state,zipcode,phone,county_ssa,county_name,ownership,bedcert,restot,certification,inhosp,lbn,participation_date,ccrc_facil,ssf,chow_last,resfamcouncil,sprinkler_status,overall_rating,overall_rating_fn,survey_rating,survey_rating_fn,quality_rating,quality_rating_fn,staffing_rating,staffing_rating_fn,RN_staffing_rating,RN_staffing_rating_fn,STAFFING_FLAG,PT_STAFFING_FLAG,AIDHRD,VOCHRD,RNHRD,TOTLICHRD,TOTHRD,PTHRD,exp_aide,exp_lpn,exp_rn,exp_total,adj_aide,adj_lpn,adj_rn,adj_total,cycle_1_defs,cycle_1_nfromdefs,cycle_1_nfromcomp,cycle_1_defs_score,CYCLE_1_SURVEY_DATE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,cycle_2_defs,cycle_2_nfromdefs,cycle_2_nfromcomp,cycle_2_defs_score,CYCLE_2_SURVEY_DATE,CYCLE_2_NUMREVIS,CYCLE_2_REVISIT_SCORE,CYCLE_2_TOTAL_SCORE,cycle_3_defs,cycle_3_nfromdefs,cycle_3_nfromcomp,cycle_3_defs_score,CYCLE_3_SURVEY_DATE,CYCLE_3_NUMREVIS,CYCLE_3_REVISIT_SCORE,CYCLE_3_TOTAL_SCORE,WEIGHTED_ALL_CYCLES_SCORE,incident_cnt,cmplnt_cnt,FINE_CNT,FINE_TOT,PAYDEN_CNT,TOT_PENLTY_CNT,FILEDATE
b10159,335586,100259,ALPINE REHABILITATION AND NURSING CENTER,755 E MONROE STREET,LITTLE FALLS,NY,13365,(315) 823-0973,320,Herkimer,For profit - Corporation,80,74,Medicare and Medicaid,NO,PALFFY GROUP LLC,3/1/77,N,N,N,Resident,Yes,2,,1,,3,,4,,3,,,,2.41284,1.04257,0.7277,1.77027,4.18311,0.12635,2.52749,0.65096,1.08862,4.26708,2.34239,1.32931,0.49948,3.95158,3,3,0,108,3/6/14,1,0,108,7,7,0,36,2/7/13,1,0,36,1,1,0,8,1/12/12,1,0,8,67.333,0,0,0,0,0,0,"10/1/14
"
b1016,15040,100260,GOLDEN LIVING CENTER - MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,(334) 263-1643,500,Montgomery,For profit - Corporation,138,104,Medicare and Medicaid,NO,GGNSC MONTGOMERY LLC,7/17/79,N,N,N,Resident,Yes,4,,3,,5,,3,,4,,,,1.95913,0.53654,0.82788,1.36442,3.32355,0.05337,2.46949,0.62651,0.95791,4.05391,1.9466,0.71081,0.64577,3.30469,6,6,0,24,11/8/13,1,0,24,2,1,2,8,1/25/13,1,0,8,9,8,5,44,2/2/12,2,22,66,25.667,0,1,1,7508,0,1,"10/1/14
"
b10160,335587,100264,SUNSET NURSING HOME INC,232 ACADEMY STREET,BOONVILLE,NY,13309,(315) 942-4301,510,Oneida,For profit - Corporation,120,108,Medicare and Medicaid,NO,SUNSET NURSING AND REHABILITATION CENTER,4/1/77,N,N,N,Resident,Yes,1,,2,,3,,1,,1,,,,2.88009,0.67546,0.22269,0.89815,3.77824,0.04444,2.51077,0.69687,1.09999,4.30763,2.81463,0.8045,0.15127,3.53552,9,9,0,64,9/13/13,1,0,64,5,5,0,24,7/19/12,1,0,24,5,5,0,28,5/11/11,1,0,28,44.667,0,0,0,0,0,0,"10/1/14
"
b10161,335588,100265,CHITTENANGO CENTER FOR REHAB  HEALTH CARE,331 RUSSELL STREET,CHITTENANGO,NY,13037,(315) 510-6400,360,Madison,For profit - Corporation,80,77,Medicare and Medicaid,NO,Legal Business Name Not Available,3/1/77,N,N,N,Resident,Yes,2,,1,,4,,4,,4,,,,3.16623,1.48506,1.07662,2.56169,5.72791,0.12143,2.57149,0.77865,1.3806,4.73073,3.0212,1.583,0.58268,4.88056,13,13,0,76,10/30/13,1,0,76,11,11,0,76,1/4/13,1,0,76,18,17,1,136,10/28/11,1,0,136,86,0,1,1,3250,0,1,"10/1/14
"
b10162,335589,100266,ROME CENTER FOR REHABILITATION AND HEALTH CARE,801 NORTH JAMES STREET,ROME,NY,13440,(315) 337-0550,510,Oneida,For profit - Individual,160,155,Medicare and Medicaid,NO,ROME CENTER LLC,8/1/76,N,N,N,Resident,Yes,2,,1,,3,,4,,4,,,,3.65387,1.27581,0.99645,2.27226,5.92613,0.11516,2.50478,0.73712,1.25037,4.49227,3.57936,1.43657,0.59546,5.3175,15,9,8,64,3/3/14,1,0,64,13,13,0,88,1/16/13,1,0,88,10,10,0,56,4/6/12,1,0,56,70.667,0,6,0,0,0,0,"10/1/14
"
b10163,335590,100267,PONTIAC NURSING HOME,303 EAST RIVER ROAD,OSWEGO,NY,13126,(315) 343-1800,560,Oswego,For profit - Corporation,80,76,Medicare and Medicaid,NO,PONTIAC NURSING HOME LLC,1/1/77,N,N,N,Resident,Yes,1,,1,,1,,1,,1,,,,1.95263,0.90658,0.22566,1.13224,3.08487,0.075,2.52331,0.58047,0.905,4.00878,1.89877,1.29631,0.18631,3.1019,20,20,3,136,6/5/14,2,68,204,17,17,3,100,9/10/13,1,0,100,16,16,6,655,2/12/13,1,0,655,244.5,2,8,2,20248,0,2,"10/1/14
"
b10164,335592,100268,ST REGIS NURSING HOME  INC,89 GROVE STREET,MASSENA,NY,13662,(315) 769-2494,630,St. Lawrence,For profit - Individual,159,153,Medicare and Medicaid,NO,"ST. REGIS NURSING HOME & HEALTH RELATED FACILITY, INC.",4/1/77,N,N,N,Resident,Yes,3,,2,,4,,4,,4,,,,2.56699,0.68039,0.68693,1.36732,3.93431,0.05229,2.64553,0.64386,0.92364,4.21303,2.38085,0.87709,0.55571,3.76423,8,8,0,44,9/27/13,1,0,44,7,7,0,32,8/10/12,1,0,32,5,5,0,28,7/27/11,1,0,28,37.333,0,0,0,0,0,0,"10/1/14
"
b10165,335593,100269,EMERALD SOUTH NURSING AND REHABILITATION CENTER,1175 DELAWARE AVE,BUFFALO,NY,14209,(716) 885-6733,240,Erie,For profit - Individual,122,109,Medicare and Medicaid,NO,RECEIVER SERVICES LLC,1/1/80,N,N,N,Resident,Partial,2,,2,,4,,3,,2,,,,1.9211,1.25367,0.44771,1.70138,3.62248,0.08073,2.27514,0.60062,1.03211,3.90787,2.07188,1.73246,0.32412,3.73653,4,4,0,16,5/29/14,1,0,16,17,8,9,88,7/22/13,1,0,88,5,4,1,20,8/7/12,1,0,20,40.667,1,2,0,0,0,0,"10/1/14
"
b10166,335595,100271,ABSOLUT CTR FOR NURSING & REHAB DUNKIRK L L C,447 449 LAKE SHORE DRIVE WEST,DUNKIRK,NY,14048,(716) 366-6710,60,Chautauqua,For profit - Individual,40,36,Medicare and Medicaid,NO,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT DUNKIRK, LLC",3/1/77,N,N,N,Resident,Yes,1,,2,,1,,2,,3,,,,1.90972,0.675,0.78056,1.45556,3.36528,0.14861,2.43631,0.73269,1.41042,4.57942,1.92335,0.76465,0.41352,2.96219,11,9,2,76,4/18/14,1,0,76,4,4,0,16,4/11/13,1,0,16,2,2,0,8,4/20/12,1,0,8,44.667,0,2,0,0,0,0,"10/1/14
"
b10167,335596,100275,SUFFOLK CENTER FOR REHABILITATION AND NRSG,25 SCHOENFELD BLVD,PATCHOGUE,NY,11772,(631) 289-7700,700,Suffolk,For profit - Partnership,10,107,Medicare and Medicaid,NO,SUFFOLK CENTER RECEIVER LLC,1/1/77,N,N,N,Resident,Yes,2,,1,,3,,4,,4,,,,2.85327,1.04252,0.86542,1.90794,4.76121,0.14206,2.3714,0.70345,1.20713,4.28197,2.9523,1.23007,0.53569,4.48204,11,11,0,40,10/25/13,1,0,40,16,9,7,828,10/5/12,1,0,828,13,13,0,60,10/14/11,1,0,60,306,1,1,4,36661,0,4,"10/1/14
"
b10168,335598,100276,CLINTON COUNTY NURSING HOME,16 FLYNN AVENUE,PLATTSBURGH,NY,12901,(518) 563-0950,90,Clinton,Government - County,81,79,Medicare and Medicaid,NO,CLINTON COUNTY,1/29/77,N,N,N,Resident,Yes,4,,3,,2,,4,,3,,,,2.18671,1.16899,0.50759,1.67658,3.86329,0.01835,2.48086,0.65923,0.86321,4.0033,2.16277,1.47181,0.43937,3.88992,1,1,0,4,12/5/13,1,0,4,5,5,0,40,11/29/12,0,0,40,2,1,1,8,12/1/11,1,0,8,16.667,2,1,0,0,0,0,"10/1/14
"
b10169,335600,100277,HERITAGE HEALTH CARE CENTER,1657 SUNSET AVE,UTICA,NY,13502,(315) 797-7392,510,Oneida,Non profit - Corporation,220,186,Medicare and Medicaid,NO,FAXTON SUNSET ST. LUKE'S HEALTH CARE CENTER,1/31/77,N,N,N,Both,Yes,1,,1,,3,,3,,2,,,,2.4457,1.20081,0.3871,1.5879,4.03361,0.07823,2.19254,0.60851,0.94975,3.75079,2.73701,1.6379,0.30455,4.33484,18,18,0,409,5/9/14,2,205,614,17,17,1,112,5/9/13,1,0,112,31,31,5,701,8/6/12,2,351,1052,519.667,1,5,1,3575,0,1,"10/1/14
"
b1017,15042,100281,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,(205) 392-5281,590,Sumter,For profit - Corporation,125,87,Medicare and Medicaid,NO,"SUMTER HEALTH AND REHABILITATION, LLC",1/16/67,N,N,N,Both,Yes,5,,4,,5,,4,,2,,,,3.65805,1.27644,0.43333,1.70977,5.36782,0.01954,2.62326,0.60068,0.9298,4.15373,3.42161,1.76376,0.34823,5.20909,0,0,0,0,6/19/14,0,0,0,5,3,5,16,4/26/13,1,0,16,7,7,0,56,9/6/12,1,0,56,14.667,0,1,0,0,0,0,"10/1/14
"
b10170,335601,100284,THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,21 DANFORTH STREET,HOOSICK FALLS,NY,12090,(518) 686-4371,600,Rensselaer,Non profit - Corporation,82,75,Medicare and Medicaid,NO,HOOSICK FALLS HEALTH CENTER,3/1/77,N,N,N,Both,Partial,5,,3,,5,,4,,3,,,,2.274,1.15267,0.52933,1.682,3.956,0.13067,2.66408,0.61676,0.94249,4.22333,2.09442,1.55121,0.41965,3.77575,5,0,5,20,3/14/14,0,0,20,2,1,1,12,4/3/13,1,0,12,5,5,0,20,3/21/12,1,0,20,17.333,2,6,0,0,0,0,"10/1/14
"
b10171,335603,100285,SCHOFIELD RESIDENCE,3333 ELMWOOD AVENUE,KENMORE,NY,14217,(716) 874-1566,240,Erie,For profit - Corporation,120,111,Medicare and Medicaid,NO,WHEEL CHAIR HOME INC.,8/1/77,N,N,N,Resident,Yes,4,,2,,5,,4,,5,,,,2.48694,0.66577,0.94595,1.61171,4.09866,0.11847,2.57754,0.6244,0.96101,4.16295,2.36745,0.885,0.73549,3.96865,8,6,2,36,8/13/14,0,0,36,6,6,0,24,7/15/13,1,0,24,5,3,2,24,9/25/12,1,0,24,30,0,5,0,0,0,0,"10/1/14
"
b10172,335604,100286,BROOKLYN UNITED METHODIST CHURCH HOME,1485 DUMONT AVENUE,BROOKLYN,NY,11208,(718) 827-4500,331,Kings,For profit - Corporation,120,116,Medicare and Medicaid,NO,BROOKLYN UNITED METHODIST CHURCH HOME,8/1/77,N,N,N,Resident,Yes,4,,4,,5,,1,,2,,,,2.23664,0.67759,0.43147,1.10905,3.3457,0.04612,2.44226,0.70906,1.00615,4.15747,2.24712,0.79316,0.32042,3.24384,3,3,0,12,3/12/14,1,0,12,4,3,1,16,2/28/13,1,0,16,1,1,0,0,4/27/12,1,0,0,11.333,0,1,0,0,0,0,"10/1/14
"
b10173,335606,100287,QUEEN OF PEACE RESIDENCE,110 30 221ST ST,QUEENS VILLAGE,NY,11429,(718) 464-1800,590,Queens,Non profit - Corporation,53,52,Medicare and Medicaid,NO,QUEEN OF PEACE RESIDENCE,1/1/77,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,,,2.66346,0.19423,1.21538,1.40962,4.07307,0.05481,2.39645,0.60215,0.9365,3.9351,2.72708,0.26772,0.96971,4.17222,1,1,0,4,1/7/14,1,0,4,0,0,0,0,1/30/13,0,0,0,2,2,0,4,1/31/12,1,0,4,2.667,0,0,0,0,0,0,"10/1/14
"
b10174,335607,100288,ABSOLUT CTR FOR NURSING & REHAB EDEN L L C,2806 GEORGE STREET,EDEN,NY,14057,(716) 992-3987,240,Erie,For profit - Individual,40,39,Medicare and Medicaid,NO,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT EDEN, LLC",7/1/78,N,N,N,Resident,Yes,4,,4,,2,,2,,3,,,,1.81154,0.83205,0.51282,1.34487,3.15641,0.10769,2.55543,0.61803,0.97029,4.14375,1.73942,1.11742,0.39491,3.07045,3,3,0,12,1/22/14,1,0,12,1,1,0,4,2/6/13,1,0,4,7,7,0,44,2/6/12,1,0,44,14.667,0,0,0,0,0,0,"10/1/14
"
b10175,335609,100289,CROWN HEIGHTS CENTER FOR NURSING & REHABILITATION,810 20 ST MARKS AVENUE,BROOKLYN,NY,11213,(718) 467-7300,331,Kings,For profit - Partnership,295,264,Medicare and Medicaid,NO,"ST. MARKS BROOKLYN ASSOCIATES, LLC",6/16/77,N,N,N,Both,Partial,4,,3,,5,,3,,2,,,,3.01402,0.67917,0.51477,1.19394,4.20796,0.07197,2.6242,0.71243,1.22144,4.55807,2.81819,0.79125,0.3149,3.72128,6,5,1,24,3/20/14,1,0,24,3,2,1,12,6/7/13,1,0,12,11,6,5,56,8/17/12,1,0,56,25.333,1,8,0,0,0,0,"10/1/14
"
b10176,335610,10029,ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C,2178 NORTH FIFTH STREET,ALLEGANY,NY,14706,(716) 373-2238,40,Cattaraugus,For profit - Individual,37,33,Medicare and Medicaid,NO,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT ALLEGANY, LLC",1/1/78,N,N,N,Both,Yes,3,,4,,2,,1,,1,,,,2.1,0.54091,0.41818,0.95909,3.05909,0.16212,2.50066,0.67779,1.33603,4.51448,2.06057,0.66238,0.23387,2.73141,3,3,2,16,7/10/14,1,0,16,3,3,3,12,7/25/13,1,0,12,3,3,0,12,7/19/12,1,0,12,14,0,4,0,0,0,0,"10/1/14
"
b10177,335611,100290,GLEN ISLAND  CENTER FOR NURSING AND REHAB,490 PELHAM ROAD,NEW ROCHELLE,NY,10805,(914) 636-2800,800,Westchester,For profit - Corporation,184,173,Medicare and Medicaid,NO,RALEX SERVICES INC.,1/1/78,N,N,N,Resident,Partial,4,,3,,5,,2,,4,,,,2.07543,0.21908,0.94364,1.16272,3.23815,0.16098,2.45222,0.6692,1.10095,4.22237,2.07668,0.27172,0.64044,3.09131,7,7,0,28,10/31/13,1,0,28,5,5,1,20,10/5/12,1,0,20,4,4,0,12,11/1/11,1,0,12,22.667,1,0,0,0,0,0,"10/1/14
"
b10178,335612,100291,BAPTIST HEALTH N  &  R,297 N BALLSTON AVE,SCOTIA,NY,12302,(518) 370-4700,650,Schenectady,Non profit - Corporation,262,236,Medicare and Medicaid,NO,BAPTIST HEALTH NURSING & REHABILITATION CENTER INC,11/9/77,N,N,N,Resident,Partial,2,,1,,4,,4,,3,,,,2.36758,1.18665,0.5911,1.77775,4.14533,0.06653,2.44207,0.62638,0.98895,4.0574,2.37886,1.57239,0.4466,4.11825,9,7,3,76,4/10/14,1,0,76,3,3,0,24,3/18/13,1,0,24,6,5,1,48,4/10/12,1,0,48,54,0,7,0,0,0,0,"10/1/14
"
b10179,335613,100292,THE BAPTIST HOME AT BROOKMEADE,46 BROOKMEADE DRIVE,RHINEBECK,NY,12572,(845) 876-2071,230,Dutchess,Non profit - Corporation,120,118,Medicare and Medicaid,NO,"THE BAPTIST HOME OF BROOKLYN, NY",12/1/77,N,N,N,Both,Yes,4,,4,,4,,3,,4,,,,1.80466,0.98051,0.67246,1.65297,3.45763,0.04831,2.34873,0.59425,0.88103,3.82402,1.88531,1.36949,0.57031,3.64469,0,0,0,0,2/28/14,0,0,0,5,5,0,20,12/21/12,1,0,20,2,2,0,8,1/31/12,1,0,8,8,0,0,0,0,0,0,"10/1/14
"
b1018,15043,100296,SOUTH HAVEN HEALTH AND REHABILITATION CENTER,1300 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,(334) 288-0122,500,Montgomery,For profit - Corporation,102,83,Medicare and Medicaid,NO,SSC MONTGOMERY SOUTH HAVEN OPERATING COMPANY LLC,7/1/75,N,N,N,Resident,Yes,5,,5,,5,,3,,3,,,,1.88313,0.91506,0.61446,1.52952,3.41265,0.0241,2.21819,0.62473,0.94359,3.78651,2.08307,1.21572,0.48657,3.63291,0,0,0,0,1/24/14,0,0,0,3,2,1,8,1/24/13,1,0,8,0,0,0,0,2/15/12,0,0,0,2.667,0,2,0,0,0,0,"10/1/14
"
b10180,335614,100299,BAYBERRY NURSING HOME,40 KEOGH LANE,NEW ROCHELLE,NY,10805,(914) 636-3947,800,Westchester,For profit - Partnership,60,53,Medicare and Medicaid,NO,BAYBERRY NURSING HOME,1/1/78,N,N,N,Both,Partial,5,,5,,4,,4,,4,,,,2.81981,0.53868,0.96981,1.50849,4.3283,0.18585,2.50793,0.70449,1.15581,4.36823,2.75883,0.63465,0.62696,3.99406,0,0,0,0,8/15/14,0,0,0,0,0,0,0,7/5/13,0,0,0,0,0,0,0,7/20/12,0,0,0,0,0,0,0,0,0,0,"10/1/14
"
b10181,335615,100302,HAMILTON MANOR NURSING HOME,1172 LONG POND ROAD,ROCHESTER,NY,14626,(585) 225-0450,370,Monroe,For profit - Individual,40,39,Medicare and Medicaid,NO,Legal Business Name Not Available,1/1/78,N,N,N,Resident,Yes,5,,3,,5,,4,,4,,,,2.90769,0.72308,0.78718,1.51026,4.41795,0.04744,2.52043,0.60804,0.92145,4.04992,2.83071,0.98703,0.63832,4.3972,3,3,0,16,5/23/14,1,0,16,5,5,1,20,6/13/13,1,0,20,3,3,0,12,7/19/12,1,0,12,16.667,1,0,0,0,0,0,"10/1/14
"
b10182,335617,100307,LATTA ROAD NURSING HOME,2100 LATTA ROAD,ROCHESTER,NY,14612,(585) 225-0910,370,Monroe,For profit - Individual,38,38,Medicare and Medicaid,NO,Legal Business Name Not Available,1/1/78,N,N,N,Resident,Yes,2,,1,,5,,4,,5,,,,2.90526,0,1.125,1.125,4.03026,0.06184,2.41015,0.56751,0.91003,3.88768,2.95776,0,0.92371,4.17873,21,21,0,120,3/21/14,1,0,120,1,1,0,8,12/19/13,1,0,8,3,3,0,8,11/30/12,1,0,8,64,0,0,1,1235,0,1,"10/1/14
"
b10183,335618,100313,LATTA ROAD NURSING HOME A,2102 LATTA ROAD,ROCHESTER,NY,14612,(585) 225-0920,370,Monroe,For profit - Individual,40,40,Medicare and Medicaid,NO,Legal Business Name Not Available,1/1/78,N,N,N,Resident,Yes,5,,5,,4,,4,,5,,,,2.635,0.59125,0.845,1.43625,4.07125,0.0325,2.48381,0.61642,0.85413,3.95436,2.60306,0.79611,0.73921,4.15005,0,0,0,0,1/15/14,0,0,0,0,0,0,0,12/18/12,0,0,0,3,3,0,12,12/30/11,1,0,12,2,0,0,0,0,0,0,"10/1/14
"
b10184,335619,100314,HIGHLAND NURSING HOME INC,182 HIGHLAND ROAD,MASSENA,NY,13662,(315) 769-9956,630,St. Lawrence,For profit - Corporation,140,91,Medicare and Medicaid,NO,"HIGHLAND NURSING HOME, INC.",1/1/78,N,N,N,Both,Partial,2,,1,,2,,4,,4,,,,1.85714,1.31648,0.67473,1.99121,3.84835,0.05495,2.50117,0.61605,0.89161,4.00883,1.8219,1.77369,0.56545,3.86954,10,10,0,56,5/29/14,1,0,56,9,9,0,52,6/20/13,1,0,52,17,17,0,108,6/7/12,1,0,108,63.333,0,0,0,0,0,0,"10/1/14
"
b10185,335620,100315,UNITY LIVING CENTER,89 GENESEE STREET,ROCHESTER,NY,14611,(585) 368-3881,370,Monroe,Non profit - Corporation,120,113,Medicare and Medicaid,YES,THE UNITY HOSPITAL OF ROCHESTER,1/1/78,N,N,N,Both,Yes,3,,2,,2,,4,,4,,,,3.10221,1.59027,0.89912,2.48938,5.5916,0.07611,2.54581,0.80269,1.18737,4.53587,2.98996,1.64438,0.56581,4.9691,5,4,1,28,8/13/14,0,0,28,8,6,4,36,9/11/13,1,0,36,9,6,3,48,11/7/12,1,0,48,34,0,9,0,0,0,0,"10/1/14
"
b10186,335621,100316,UNITED HEBREW GERIATRIC CENTER,391 PELHAM ROAD,NEW ROCHELLE,NY,10805,(914) 632-2804,800,Westchester,Non profit - Corporation,296,289,Medicare and Medicaid,NO,UNITED HEBREW GERIATRIC CENTER,5/1/77,N,N,N,Resident,Partial,5,,5,,5,,4,,3,,,,2.85467,0.53391,0.68599,1.2199,4.07457,0.12699,2.49648,0.68458,1.09689,4.27795,2.80575,0.64732,0.46729,3.83926,0,0,0,0,7/23/14,0,0,0,0,0,0,0,6/27/13,0,0,0,2,2,0,8,6/26/12,1,0,8,1.333,0,0,0,0,0,0,"10/1/14
"
b10187,335625,100319,CENTER FOR NURSING AND REHABILITATION S N F,520 PROSPECT PLACE,BROOKLYN,NY,11238,(718) 636-1000,331,Kings,Non profit - Corporation,320,312,Medicare and Medicaid,NO,CENTER FOR NURSING AND REHABILITATION,6/1/78,N,N,N,Both,Yes,4,,4,,5,,1,,2,,,,2.0734,0.5266,0.55417,1.08077,3.15417,0.02244,2.65067,0.75148,1.11379,4.51594,1.91932,0.58163,0.37177,2.81539,0,0,0,0,2/25/14,0,0,0,4,3,1,20,2/16/13,1,0,20,4,2,2,16,3/16/12,1,0,16,9.333,3,1,0,0,0,0,"10/1/14
"
b10188,335626,10032,KESER NURSING AND REHABILITATION CENTER INC,40 HEYWARD STREET,BROOKLYN,NY,11249,(718) 858-6200,331,Kings,Non profit - Corporation,200,180,Medicare and Medicaid,NO,"KESER NURSING AND REHABILITATION CENTER, INC.",8/14/78,N,N,N,Both,Yes,3,,2,,5,,2,,2,,,,2.71278,1.03806,0.59583,1.63389,4.34667,0.28972,2.54301,0.80513,1.44387,4.792,2.61751,1.07013,0.30834,3.6563,11,10,1,52,3/18/14,1,0,52,5,5,0,20,2/14/13,1,0,20,2,2,0,16,6/19/12,1,0,16,35.333,0,1,0,0,0,0,"10/1/14
"
b10189,335627,10033,TERESIAN HOUSE NURSING HOME CO,200 WASHINGTON AVE EXT,ALBANY,NY,12203,(518) 456-2000,0,Albany,Non profit - Corporation,302,298,Medicare and Medicaid,NO,TERESIAN HOUSE NURSING HOME CO INC,6/20/78,N,N,N,Both,Yes,2,,1,,5,,4,,3,,,,2.65168,0.95168,0.49748,1.44916,4.10084,0.01678,2.31455,0.57069,0.8939,3.77914,2.81109,1.38409,0.41584,4.37403,14,8,6,80,6/26/14,1,0,80,3,3,1,16,7/22/13,1,0,16,14,9,5,88,6/26/12,1,0,88,60,3,7,1,25350,0,1,"10/1/14
"
b1019,15044,10034,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,(205) 744-8120,360,Jefferson,For profit - Corporation,64,52,Medicare and Medicaid,NO,CAREGIVERS OF PLEASANT GROVE INC,1/13/67,N,N,N,Both,Yes,3,,2,,4,,4,,3,,,,2.675,1.10769,0.67692,1.78462,4.45961,0,2.22811,0.67701,1.04942,3.95454,2.94584,1.358,0.48198,4.54572,4,4,0,16,5/15/14,1,0,16,4,4,0,28,5/23/13,1,0,28,9,8,5,68,4/14/12,2,34,102,34.333,0,4,1,4030,0,1,"10/1/14
"
b10190,335628,10035,SULLIVAN COUNTY ADULT CARE CENTER,256 SUNSET LAKE ROAD,LIBERTY,NY,12754,(845) 292-8640,710,Sullivan,Government - County,160,107,Medicare and Medicaid,NO,COUNTY OF SULLIVAN,4/11/78,N,N,N,Both,Partial,2,,1,,3,,4,,4,,,,3.12664,0.75234,0.7215,1.47383,4.60048,0.09346,2.27436,0.65271,0.97741,3.90448,3.37319,0.95669,0.55156,4.74943,0,0,0,0,3/27/14,0,0,0,5,5,0,366,5/23/13,1,0,366,8,8,0,40,3/27/12,1,0,40,128.667,0,0,1,5200,0,1,"10/1/14
"
b10191,335629,10036,PALISADE NURSING HOME COMPANY,5901 PALISADE AVENUE,BRONX,NY,10471,(718) 581-1000,20,Bronx,Non profit - Corporation,348,279,Medicare and Medicaid,NO,"PALISADE NURSING HOME COMPANY, INC.",1/1/79,N,N,N,Both,Yes,5,,4,,5,,2,,3,,,,1.91147,0.39964,0.61057,1.01022,2.92168,0.06649,2.60997,0.71355,1.19142,4.51495,1.79702,0.46486,0.38292,2.60845,2,2,0,12,7/15/14,1,0,12,3,2,1,12,7/17/13,1,0,12,3,3,0,12,6/13/12,1,0,12,12,0,1,0,0,0,0,"10/1/14
"
b10192,335631,10038,CHAPIN HOME FOR THE AGING,165 01 CHAPIN PARKWAY,JAMAICA,NY,11432,(718) 739-2523,590,Queens,Non profit - Corporation,220,205,Medicare and Medicaid,NO,CHAPIN HOME FOR THE AGING,2/1/79,N,N,N,Resident,Yes,5,,4,,5,,2,,2,,,,2.45707,0.62439,0.39317,1.01756,3.47463,0.02902,2.5253,0.64002,1.01951,4.18482,2.38741,0.80974,0.28815,3.34683,0,0,0,0,8/19/13,0,0,0,8,8,0,36,8/27/12,1,0,36,3,3,0,12,9/26/11,1,0,12,14,0,0,0,0,0,0,"10/1/14
"
b10193,335632,10039,PINE HAVEN HOME,NY ROUTE 217,PHILMONT,NY,12565,(518) 672-4021,200,Columbia,Government - County,120,94,Medicare and Medicaid,NO,COLUMBIA COUNTY,2/1/79,N,N,N,Resident,Yes,2,,1,,4,,4,,3,,,,2.60798,1.2734,0.56223,1.83564,4.44361,0.09202,2.45944,0.62299,1.04091,4.12334,2.6019,1.69653,0.40359,4.34399,7,7,0,72,8/11/14,0,0,72,10,1,9,803,11/8/13,1,0,803,8,5,3,123,1/7/13,1,0,123,324.167,1,8,2,9425,0,2,"10/1/14
"
b10194,335634,10040,GARDEN GATE HEALTH CARE FACILITY,2365 UNION ROAD,CHEEKTOWAGA,NY,14227,(716) 668-8100,240,Erie,For profit - Corporation,184,179,Medicare and Medicaid,NO,GARDEN GATE HEALTH CARE FACILITY LLC,1/29/79,N,N,N,Resident,Yes,4,,2,,5,,4,,4,,,,2.72877,1.24302,0.85978,2.10279,4.83157,0.22346,2.74078,0.64669,1.04274,4.43021,2.44295,1.59536,0.61609,4.39608,13,11,2,68,8/23/13,1,0,68,0,0,0,0,8/8/12,0,0,0,3,3,0,12,6/30/11,1,0,12,36,0,1,0,0,0,0,"10/1/14
"
b10195,335635,10044,LEROY VILLAGE GREEN R H C F INC,10 MUNSON STREET,LEROY,NY,14482,(585) 768-2561,290,Genesee,For profit - Corporation,140,121,Medicare and Medicaid,NO,LEROY VILLAGE GREEN RESIDENTIAL HEALTH CARE FACILITY INC,9/1/79,N,N,N,Resident,Yes,3,,3,,4,,3,,3,,,,2.12231,1.17727,0.57066,1.74793,3.87024,0.05331,2.60656,0.6634,1.03449,4.30445,1.99785,1.47292,0.41218,3.62428,5,5,0,20,4/29/14,1,0,20,10,10,0,32,4/29/13,1,0,32,1,1,0,4,3/1/12,1,0,4,21.333,0,0,0,0,0,0,"10/1/14
"
